회차,등위,상호,구분,주소,구글맵링크
719,1,굿-7,자동,부산 수영구 광안로 49,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%88%98%EC%98%81%EA%B5%AC%20%EA%B4%91%EC%95%88%EB%A1%9C%2049
719,1,동광슈퍼,자동,광주 서구 양동 5-249번지,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EC%84%9C%EA%B5%AC%20%EC%96%91%EB%8F%99%205-249%EB%B2%88%EC%A7%80
719,1,대박찬스,자동,경기 남양주시 장현로 111 1층1호,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EB%82%A8%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%9E%A5%ED%98%84%EB%A1%9C%20111%201%EC%B8%B51%ED%98%B8
719,1,대운복권,자동,경기 성남시 중원구 성남대로 1149,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EC%A4%91%EC%9B%90%EA%B5%AC%20%EC%84%B1%EB%82%A8%EB%8C%80%EB%A1%9C%201149
719,1,행복충전소,자동,경기 평택시 탄현로 332-2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%8F%89%ED%83%9D%EC%8B%9C%20%ED%83%84%ED%98%84%EB%A1%9C%20332-2
719,1,중앙로또(로손편의점내),자동,경북 칠곡군 북삼로 41 복권판매점,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EC%B9%A0%EA%B3%A1%EA%B5%B0%20%EB%B6%81%EC%82%BC%EB%A1%9C%2041%20%EB%B3%B5%EA%B6%8C%ED%8C%90%EB%A7%A4%EC%A0%90
719,1,로또복권,자동,경남 창원시 진해구 석동 663-6번지 그린프라자102호 CU편의점 내,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EC%A7%84%ED%95%B4%EA%B5%AC%20%EC%84%9D%EB%8F%99%20663-6%EB%B2%88%EC%A7%80%20%EA%B7%B8%EB%A6%B0%ED%94%84%EB%9D%BC%EC%9E%90102%ED%98%B8%20CU%ED%8E%B8%EC%9D%98%EC%A0%90%20%EB%82%B4
720,1,복권파티,수동,서울 송파구 오금로 516,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%86%A1%ED%8C%8C%EA%B5%AC%20%EC%98%A4%EA%B8%88%EB%A1%9C%20516
720,1,로또로또,자동,서울 영등포구 영등포동(영등포본동) 618-496 세븐일레븐영등포역사,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EC%98%81%EB%93%B1%ED%8F%AC%EB%8F%99%28%EC%98%81%EB%93%B1%ED%8F%AC%EB%B3%B8%EB%8F%99%29%20618-496%20%EC%84%B8%EB%B8%90%EC%9D%BC%EB%A0%88%EB%B8%90%EC%98%81%EB%93%B1%ED%8F%AC%EC%97%AD%EC%82%AC
720,1,가로판매점,자동,서울 중랑구 망우로 212,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A4%91%EB%9E%91%EA%B5%AC%20%EB%A7%9D%EC%9A%B0%EB%A1%9C%20212
720,1,돈벼락맞는곳,수동,부산 기장군 읍내로 109,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EA%B8%B0%EC%9E%A5%EA%B5%B0%20%EC%9D%8D%EB%82%B4%EB%A1%9C%20109
720,1,돈벼락복권방,자동,대구 북구 동변로 82-1 1층,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%B6%81%EA%B5%AC%20%EB%8F%99%EB%B3%80%EB%A1%9C%2082-1%201%EC%B8%B5
720,1,하나마트(하남4번로),수동,광주 광산구 하남산단4번로 172 로또카페,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%ED%95%98%EB%82%A8%EC%82%B0%EB%8B%A84%EB%B2%88%EB%A1%9C%20172%20%EB%A1%9C%EB%98%90%EC%B9%B4%ED%8E%98
720,1,형제기획 복권시대,자동,광주 동구 금남로5가(충장동) 166 복권시대,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EB%8F%99%EA%B5%AC%20%EA%B8%88%EB%82%A8%EB%A1%9C5%EA%B0%80%28%EC%B6%A9%EC%9E%A5%EB%8F%99%29%20166%20%EB%B3%B5%EA%B6%8C%EC%8B%9C%EB%8C%80
720,1,광명나눔로또,자동,광주 서구 동천동(동림동) 164 건축자재공구백화점 1층,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EC%84%9C%EA%B5%AC%20%EB%8F%99%EC%B2%9C%EB%8F%99%28%EB%8F%99%EB%A6%BC%EB%8F%99%29%20164%20%EA%B1%B4%EC%B6%95%EC%9E%90%EC%9E%AC%EA%B3%B5%EA%B5%AC%EB%B0%B1%ED%99%94%EC%A0%90%201%EC%B8%B5
720,1,태일이엔지,자동,"경기 수원시 권선구 경수대로302번길 22 상가동 107호(권선동, 권선한양아파트)",https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EA%B6%8C%EC%84%A0%EA%B5%AC%20%EA%B2%BD%EC%88%98%EB%8C%80%EB%A1%9C302%EB%B2%88%EA%B8%B8%2022%20%EC%83%81%EA%B0%80%EB%8F%99%20107%ED%98%B8%28%EA%B6%8C%EC%84%A0%EB%8F%99%2C%20%EA%B6%8C%EC%84%A0%ED%95%9C%EC%96%91%EC%95%84%ED%8C%8C%ED%8A%B8%29
720,1,터미널식품,자동,경기 의정부시 동일로 640,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9D%98%EC%A0%95%EB%B6%80%EC%8B%9C%20%EB%8F%99%EC%9D%BC%EB%A1%9C%20640
720,1,D-마트담배,수동,"강원 속초시 조양상가길 25 롯데마트속초점, 1층 복권판매점",https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EC%86%8D%EC%B4%88%EC%8B%9C%20%EC%A1%B0%EC%96%91%EC%83%81%EA%B0%80%EA%B8%B8%2025%20%EB%A1%AF%EB%8D%B0%EB%A7%88%ED%8A%B8%EC%86%8D%EC%B4%88%EC%A0%90%2C%201%EC%B8%B5%20%EB%B3%B5%EA%B6%8C%ED%8C%90%EB%A7%A4%EC%A0%90
720,1,민우로또,자동,충북 청주시 서원구 장암동 326-1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%20%EC%B2%AD%EC%A3%BC%EC%8B%9C%20%EC%84%9C%EC%9B%90%EA%B5%AC%20%EC%9E%A5%EC%95%94%EB%8F%99%20326-1
720,1,로또복권두정점,수동,충남 천안시 서북구 두정로 251 대원빌딩104호,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%B2%9C%EC%95%88%EC%8B%9C%20%EC%84%9C%EB%B6%81%EA%B5%AC%20%EB%91%90%EC%A0%95%EB%A1%9C%20251%20%EB%8C%80%EC%9B%90%EB%B9%8C%EB%94%A9104%ED%98%B8
720,1,알리바이(나주점),자동,전남 나주시 나주로 142 알리바이,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EB%82%98%EC%A3%BC%EC%8B%9C%20%EB%82%98%EC%A3%BC%EB%A1%9C%20142%20%EC%95%8C%EB%A6%AC%EB%B0%94%EC%9D%B4
721,1,삼정그린환경,수동,서울 강동구 양재대로 1355 오스카상가136호,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%96%91%EC%9E%AC%EB%8C%80%EB%A1%9C%201355%20%EC%98%A4%EC%8A%A4%EC%B9%B4%EC%83%81%EA%B0%80136%ED%98%B8
721,1,복권명당곰달래점,자동,서울 강서구 화곡동 799-10번지,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EC%84%9C%EA%B5%AC%20%ED%99%94%EA%B3%A1%EB%8F%99%20799-10%EB%B2%88%EC%A7%80
721,1,행운복권,자동,서울 관악구 봉천동(청룡동) 1568-8,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B4%80%EC%95%85%EA%B5%AC%20%EB%B4%89%EC%B2%9C%EB%8F%99%28%EC%B2%AD%EB%A3%A1%EB%8F%99%29%201568-8
721,1,크로바,자동,서울 종로구 종로54길 42,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A2%85%EB%A1%9C%EA%B5%AC%20%EC%A2%85%EB%A1%9C54%EA%B8%B8%2042
721,1,노다지복권방,자동,서울 종로구 종로 331 1층,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A2%85%EB%A1%9C%EA%B5%AC%20%EC%A2%85%EB%A1%9C%20331%201%EC%B8%B5
721,1,부흥청과식품점,자동,경북 경산시 하양로 35 우방3차상가,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EA%B2%BD%EC%82%B0%EC%8B%9C%20%ED%95%98%EC%96%91%EB%A1%9C%2035%20%EC%9A%B0%EB%B0%A93%EC%B0%A8%EC%83%81%EA%B0%80
721,1,CU(구평희망점),자동,경북 구미시 구평동 456-1번지,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EA%B5%AC%EB%AF%B8%EC%8B%9C%20%EA%B5%AC%ED%8F%89%EB%8F%99%20456-1%EB%B2%88%EC%A7%80
721,1,나나 복권판매소,자동,경남 양산시 상북중앙로 319 복권판매점,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%96%91%EC%82%B0%EC%8B%9C%20%EC%83%81%EB%B6%81%EC%A4%91%EC%95%99%EB%A1%9C%20319%20%EB%B3%B5%EA%B6%8C%ED%8C%90%EB%A7%A4%EC%A0%90
722,1,월드24시,자동,서울 은평구 통일로 855-15,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%ED%86%B5%EC%9D%BC%EB%A1%9C%20855-15
722,1,광성슈퍼,자동,경기 이천시 단월로 33,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9D%B4%EC%B2%9C%EC%8B%9C%20%EB%8B%A8%EC%9B%94%EB%A1%9C%2033
722,1,광성슈퍼,자동,경기 이천시 단월로 33,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9D%B4%EC%B2%9C%EC%8B%9C%20%EB%8B%A8%EC%9B%94%EB%A1%9C%2033
722,1,대흥슈퍼,자동,전북 익산시 익산대로20길 43,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%B6%81%20%EC%9D%B5%EC%82%B0%EC%8B%9C%20%EC%9D%B5%EC%82%B0%EB%8C%80%EB%A1%9C20%EA%B8%B8%2043
723,1,수서역로또명당,수동,서울 강남구 수서동 724 벨리상가1층세븐일레븐수서역점,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%88%98%EC%84%9C%EB%8F%99%20724%20%EB%B2%A8%EB%A6%AC%EC%83%81%EA%B0%801%EC%B8%B5%EC%84%B8%EB%B8%90%EC%9D%BC%EB%A0%88%EB%B8%90%EC%88%98%EC%84%9C%EC%97%AD%EC%A0%90
723,1,스파,자동,서울 노원구 동일로 1493 주공10단지종합상가111,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%85%B8%EC%9B%90%EA%B5%AC%20%EB%8F%99%EC%9D%BC%EB%A1%9C%201493%20%EC%A3%BC%EA%B3%B510%EB%8B%A8%EC%A7%80%EC%A2%85%ED%95%A9%EC%83%81%EA%B0%80111
723,1,-,자동,서울 서초구 반포동(반포4동) 19-4 서울고속버스터미널경부선대합식2H로또판매점,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EB%B0%98%ED%8F%AC%EB%8F%99%28%EB%B0%98%ED%8F%AC4%EB%8F%99%29%2019-4%20%EC%84%9C%EC%9A%B8%EA%B3%A0%EC%86%8D%EB%B2%84%EC%8A%A4%ED%84%B0%EB%AF%B8%EB%84%90%EA%B2%BD%EB%B6%80%EC%84%A0%EB%8C%80%ED%95%A9%EC%8B%9D2H%EB%A1%9C%EB%98%90%ED%8C%90%EB%A7%A4%EC%A0%90
723,1,장보고복권방,수동,서울 중랑구 면목로 288,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A4%91%EB%9E%91%EA%B5%AC%20%EB%A9%B4%EB%AA%A9%EB%A1%9C%20288
723,1,대박천하마트,자동,인천 부평구 굴포로 48,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EB%B6%80%ED%8F%89%EA%B5%AC%20%EA%B5%B4%ED%8F%AC%EB%A1%9C%2048
723,1,역전로또방,반자동,강원 영월군 영월읍 덕포리 501-4번지 1호,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EC%98%81%EC%9B%94%EA%B5%B0%20%EC%98%81%EC%9B%94%EC%9D%8D%20%EB%8D%95%ED%8F%AC%EB%A6%AC%20501-4%EB%B2%88%EC%A7%80%201%ED%98%B8
723,1,광포로또복권,수동,경북 울진군 죽변북로 154,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EC%9A%B8%EC%A7%84%EA%B5%B0%20%EC%A3%BD%EB%B3%80%EB%B6%81%EB%A1%9C%20154
723,1,광포로또복권,수동,경북 울진군 죽변북로 154,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EC%9A%B8%EC%A7%84%EA%B5%B0%20%EC%A3%BD%EB%B3%80%EB%B6%81%EB%A1%9C%20154
724,1,토큰판매점,수동,서울 강북구 도봉로 45 가판,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%B6%81%EA%B5%AC%20%EB%8F%84%EB%B4%89%EB%A1%9C%2045%20%EA%B0%80%ED%8C%90
724,1,진텔레콤,자동,서울 구로구 구로중앙로 216-1 1층,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B5%AC%EB%A1%9C%EA%B5%AC%20%EA%B5%AC%EB%A1%9C%EC%A4%91%EC%95%99%EB%A1%9C%20216-1%201%EC%B8%B5
724,1,행복슈퍼,수동,서울 성북구 동소문로 49,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%84%B1%EB%B6%81%EA%B5%AC%20%EB%8F%99%EC%86%8C%EB%AC%B8%EB%A1%9C%2049
724,1,캐논종합,자동,서울 용산구 새창로 156 3층큰길가장오른쪽네번째칸,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%9A%A9%EC%82%B0%EA%B5%AC%20%EC%83%88%EC%B0%BD%EB%A1%9C%20156%203%EC%B8%B5%ED%81%B0%EA%B8%B8%EA%B0%80%EC%9E%A5%EC%98%A4%EB%A5%B8%EC%AA%BD%EB%84%A4%EB%B2%88%EC%A7%B8%EC%B9%B8
724,1,씨유 트윈시티,자동,경기 고양시 일산동구 위시티로 75 113호,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EC%9D%BC%EC%82%B0%EB%8F%99%EA%B5%AC%20%EC%9C%84%EC%8B%9C%ED%8B%B0%EB%A1%9C%2075%20113%ED%98%B8
724,1,명동슈퍼,수동,"경기 광명시 디지털로 17 1동 107호(철산동, (주)티오티비 오렌지타운)",https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B4%91%EB%AA%85%EC%8B%9C%20%EB%94%94%EC%A7%80%ED%84%B8%EB%A1%9C%2017%201%EB%8F%99%20107%ED%98%B8%28%EC%B2%A0%EC%82%B0%EB%8F%99%2C%20%28%EC%A3%BC%29%ED%8B%B0%EC%98%A4%ED%8B%B0%EB%B9%84%20%EC%98%A4%EB%A0%8C%EC%A7%80%ED%83%80%EC%9A%B4%29
724,1,천하명당복권방,자동,경기 수원시 팔달구 매산로 2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%ED%8C%94%EB%8B%AC%EA%B5%AC%20%EB%A7%A4%EC%82%B0%EB%A1%9C%202
724,1,행운나라복권방,수동,경기 안양시 만안구 충훈로 95,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%95%88%EC%96%91%EC%8B%9C%20%EB%A7%8C%EC%95%88%EA%B5%AC%20%EC%B6%A9%ED%9B%88%EB%A1%9C%2095
724,1,스파황금나눔로또,자동,충남 보령시 대천방조제로 20 주2동 1~2호,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EB%B3%B4%EB%A0%B9%EC%8B%9C%20%EB%8C%80%EC%B2%9C%EB%B0%A9%EC%A1%B0%EC%A0%9C%EB%A1%9C%2020%20%EC%A3%BC2%EB%8F%99%201~2%ED%98%B8
724,1,원동슈퍼,자동,충남 보령시 대천로 28,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EB%B3%B4%EB%A0%B9%EC%8B%9C%20%EB%8C%80%EC%B2%9C%EB%A1%9C%2028
724,1,알리바이(나주점),자동,전남 나주시 나주로 142 알리바이,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EB%82%98%EC%A3%BC%EC%8B%9C%20%EB%82%98%EC%A3%BC%EB%A1%9C%20142%20%EC%95%8C%EB%A6%AC%EB%B0%94%EC%9D%B4
724,1,CU로또 냉림대박점,자동,경북 상주시 냉림동 93-78번지 CU냉림주공점,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EC%83%81%EC%A3%BC%EC%8B%9C%20%EB%83%89%EB%A6%BC%EB%8F%99%2093-78%EB%B2%88%EC%A7%80%20CU%EB%83%89%EB%A6%BC%EC%A3%BC%EA%B3%B5%EC%A0%90
725,1,드림로또,자동,서울 은평구 진관동 72 1층 112호,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%A7%84%EA%B4%80%EB%8F%99%2072%201%EC%B8%B5%20112%ED%98%B8
725,1,복권,자동,서울 중구 을지로 지하 58 을지입구지하도상가 92호,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A4%91%EA%B5%AC%20%EC%9D%84%EC%A7%80%EB%A1%9C%20%EC%A7%80%ED%95%98%2058%20%EC%9D%84%EC%A7%80%EC%9E%85%EA%B5%AC%EC%A7%80%ED%95%98%EB%8F%84%EC%83%81%EA%B0%80%2092%ED%98%B8
725,1,고향편의점복권방,수동,대구 북구 노원로 128 1층,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%B6%81%EA%B5%AC%20%EB%85%B8%EC%9B%90%EB%A1%9C%20128%201%EC%B8%B5
725,1,복권명당,자동,대구 북구 복현로 32-1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%B6%81%EA%B5%AC%20%EB%B3%B5%ED%98%84%EB%A1%9C%2032-1
725,1,코사24편의점 (나들가게),자동,"경기 고양시 일산서구 일산로 502 분산상가동 1층 4호(일산동, 후곡마을14단지)",https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EC%9D%BC%EC%82%B0%EC%84%9C%EA%B5%AC%20%EC%9D%BC%EC%82%B0%EB%A1%9C%20502%20%EB%B6%84%EC%82%B0%EC%83%81%EA%B0%80%EB%8F%99%201%EC%B8%B5%204%ED%98%B8%28%EC%9D%BC%EC%82%B0%EB%8F%99%2C%20%ED%9B%84%EA%B3%A1%EB%A7%88%EC%9D%8414%EB%8B%A8%EC%A7%80%29
725,1,행운Cafe,수동,경기 김포시 사우동 928 제1층 112호,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B9%80%ED%8F%AC%EC%8B%9C%20%EC%82%AC%EC%9A%B0%EB%8F%99%20928%20%EC%A0%9C1%EC%B8%B5%20112%ED%98%B8
725,1,로또암반수베팅샵,수동,경기 남양주시 수레로 32,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EB%82%A8%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%88%98%EB%A0%88%EB%A1%9C%2032
725,1,HX복권방,자동,경기 이천시 부발읍 아미리 726-9 현대시티플라자106호,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9D%B4%EC%B2%9C%EC%8B%9C%20%EB%B6%80%EB%B0%9C%EC%9D%8D%20%EC%95%84%EB%AF%B8%EB%A6%AC%20726-9%20%ED%98%84%EB%8C%80%EC%8B%9C%ED%8B%B0%ED%94%8C%EB%9D%BC%EC%9E%90106%ED%98%B8
725,1,천사마트,수동,충남 천안시 서북구 두정로 117 상가1층6호,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%B2%9C%EC%95%88%EC%8B%9C%20%EC%84%9C%EB%B6%81%EA%B5%AC%20%EB%91%90%EC%A0%95%EB%A1%9C%20117%20%EC%83%81%EA%B0%801%EC%B8%B56%ED%98%B8
725,1,대광복권방,자동,전남 화순군 칠충로 55 대광그린상가동 1층109호,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%ED%99%94%EC%88%9C%EA%B5%B0%20%EC%B9%A0%EC%B6%A9%EB%A1%9C%2055%20%EB%8C%80%EA%B4%91%EA%B7%B8%EB%A6%B0%EC%83%81%EA%B0%80%EB%8F%99%201%EC%B8%B5109%ED%98%B8
725,1,대도레코드사,자동,경남 진주시 진양호로 334,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%A7%84%EC%A3%BC%EC%8B%9C%20%EC%A7%84%EC%96%91%ED%98%B8%EB%A1%9C%20334
726,1,복권마을,자동,서울 강동구 성내동 408-24번지,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%82%B4%EB%8F%99%20408-24%EB%B2%88%EC%A7%80
726,1,행운복권,자동,서울 관악구 봉천동(청룡동) 1568-8,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B4%80%EC%95%85%EA%B5%AC%20%EB%B4%89%EC%B2%9C%EB%8F%99%28%EC%B2%AD%EB%A3%A1%EB%8F%99%29%201568-8
726,1,로또판매,반자동,서울 구로구 구로동(구로제5동) 3-25 1층 077호,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B5%AC%EB%A1%9C%EA%B5%AC%20%EA%B5%AC%EB%A1%9C%EB%8F%99%28%EA%B5%AC%EB%A1%9C%EC%A0%9C5%EB%8F%99%29%203-25%201%EC%B8%B5%20077%ED%98%B8
726,1,나눔의 로또,수동,서울 노원구 한글비석로 383 삼창타워플라자아파트,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%85%B8%EC%9B%90%EA%B5%AC%20%ED%95%9C%EA%B8%80%EB%B9%84%EC%84%9D%EB%A1%9C%20383%20%EC%82%BC%EC%B0%BD%ED%83%80%EC%9B%8C%ED%94%8C%EB%9D%BC%EC%9E%90%EC%95%84%ED%8C%8C%ED%8A%B8
726,1,명당복권,수동,서울 동대문구 왕산로 112-1 가판,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%99%95%EC%82%B0%EB%A1%9C%20112-1%20%EA%B0%80%ED%8C%90
726,1,원스탑,자동,서울 송파구 백제고분로7길 39,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%86%A1%ED%8C%8C%EA%B5%AC%20%EB%B0%B1%EC%A0%9C%EA%B3%A0%EB%B6%84%EB%A1%9C7%EA%B8%B8%2039
726,1,코리아마트(비산점),자동,대구 서구 비산동 368-2번지,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EC%84%9C%EA%B5%AC%20%EB%B9%84%EC%82%B0%EB%8F%99%20368-2%EB%B2%88%EC%A7%80
726,1,로또명당,수동,인천 남구 문학동 355-12번지 편의점내,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EB%82%A8%EA%B5%AC%20%EB%AC%B8%ED%95%99%EB%8F%99%20355-12%EB%B2%88%EC%A7%80%20%ED%8E%B8%EC%9D%98%EC%A0%90%EB%82%B4
726,1,25운수점,자동,광주 광산구 어등대로 581-1 1층 운수대통,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%96%B4%EB%93%B1%EB%8C%80%EB%A1%9C%20581-1%201%EC%B8%B5%20%EC%9A%B4%EC%88%98%EB%8C%80%ED%86%B5
726,1,썬마트,수동,충북 청주시 흥덕구 진재로23번길 25,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%20%EC%B2%AD%EC%A3%BC%EC%8B%9C%20%ED%9D%A5%EB%8D%95%EA%B5%AC%20%EC%A7%84%EC%9E%AC%EB%A1%9C23%EB%B2%88%EA%B8%B8%2025
726,1,로또복권방,반자동,충남 서산시 고운로 164 미림화랑 옆 1층 상가,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%84%9C%EC%82%B0%EC%8B%9C%20%EA%B3%A0%EC%9A%B4%EB%A1%9C%20164%20%EB%AF%B8%EB%A6%BC%ED%99%94%EB%9E%91%20%EC%98%86%201%EC%B8%B5%20%EC%83%81%EA%B0%80
726,1,광시당,자동,경북 영주시 원당로 121,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EC%98%81%EC%A3%BC%EC%8B%9C%20%EC%9B%90%EB%8B%B9%EB%A1%9C%20121
726,1,로또명당(왜관IC),수동,경북 칠곡군 중앙로 95 1층 커피&로또명당,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EC%B9%A0%EA%B3%A1%EA%B5%B0%20%EC%A4%91%EC%95%99%EB%A1%9C%2095%201%EC%B8%B5%20%EC%BB%A4%ED%94%BC%26%EB%A1%9C%EB%98%90%EB%AA%85%EB%8B%B9
726,1,신우운동구,자동,경남 사천시 사천읍 수석리 231-13번지,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%82%AC%EC%B2%9C%EC%8B%9C%20%EC%82%AC%EC%B2%9C%EC%9D%8D%20%EC%88%98%EC%84%9D%EB%A6%AC%20231-13%EB%B2%88%EC%A7%80
